# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "transcript" "-a" "../KPN MGH 78578_genome.gtf" "-o" "reads_annotate/SRR1720515_annotate.tsv" "bam_merge_paired/SRR1720515_merge_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_merge_paired/SRR1720515_merge_sort.bam
gene-KPN_01685	CP000647.1	1864684	1865568	+	885	16
gene-KPN_01686	CP000647.1	1865586	1865723	-	138	8
gene-KPN_01687	CP000647.1	1865722	1866555	+	834	45
gene-KPN_01688	CP000647.1	1866638	1867795	-	1158	56
gene-KPN_01689	CP000647.1	1867792	1868967	-	1176	13
gene-KPN_01690	CP000647.1	1868981	1870318	-	1338	33
gene-KPN_01691	CP000647.1	1870428	1871306	-	879	13
gene-KPN_01692	CP000647.1	1871320	1872657	-	1338	20
gene-KPN_01693	CP000647.1	1872793	1873983	-	1191	22
gene-KPN_01694	CP000647.1	1873995	1874729	-	735	41
gene-KPN_01695	CP000647.1	1874741	1876333	-	1593	41
gene-KPN_01696	CP000647.1	1876330	1877886	-	1557	21
gene-KPN_01697	CP000647.1	1878135	1878524	-	390	37
gene-KPN_01698	CP000647.1	1878526	1879860	-	1335	127
gene-KPN_01699	CP000647.1	1879897	1880796	-	900	27
gene-KPN_01700	CP000647.1	1880850	1881506	-	657	25
gene-KPN_01701	CP000647.1	1881649	1882449	-	801	184
gene-KPN_01702	CP000647.1	1882812	1883561	+	750	131
gene-KPN_01703	CP000647.1	1883615	1885120	+	1506	111
gene-KPN_01704	CP000647.1	1885182	1885955	+	774	309
gene-KPN_01705	CP000647.1	1886092	1887006	-	915	49
gene-KPN_01706	CP000647.1	1887187	1887456	-	270	0
gene-KPN_01707	CP000647.1	1887456	1888553	+	1098	10
gene-KPN_01708	CP000647.1	1888753	1889124	+	372	26
gene-KPN_01709	CP000647.1	1889286	1890266	+	981	33
gene-KPN_01710	CP000647.1	1890345	1891355	+	1011	60
gene-KPN_01711	CP000647.1	1891603	1891689	+	87	2
gene-KPN_01712	CP000647.1	1891992	1892117	+	126	0
gene-KPN_01713	CP000647.1	1893631	1894275	-	645	0
gene-KPN_01714	CP000647.1	1894511	1894813	+	303	0
gene-KPN_01715	CP000647.1	1894810	1895346	+	537	0
gene-KPN_01716	CP000647.1	1896346	1897527	-	1182	17
gene-KPN_01717	CP000647.1	1897574	1898560	-	987	10
gene-KPN_01718	CP000647.1	1898819	1899685	+	867	56
gene-KPN_01719	CP000647.1	1899754	1899870	+	117	2
gene-KPN_01720	CP000647.1	1899867	1900385	-	519	55
gene-KPN_01721	CP000647.1	1900513	1901763	-	1251	200
gene-KPN_01722	CP000647.1	1901753	1903762	-	2010	287
gene-KPN_01723	CP000647.1	1903759	1904988	-	1230	183
gene-KPN_01724	CP000647.1	1905466	1906776	+	1311	145
gene-KPN_01725	CP000647.1	1906913	1907362	-	450	9184
gene-KPN_01726	CP000647.1	1907769	1908152	-	384	0
gene-KPN_01727	CP000647.1	1908742	1909386	-	645	0
gene-KPN_01728	CP000647.1	1909386	1910240	-	855	0
gene-KPN_01729	CP000647.1	1910258	1911130	+	873	0
gene-KPN_01730	CP000647.1	1911132	1912085	-	954	0
gene-KPN_01731	CP000647.1	1912432	1913454	+	1023	0
gene-KPN_01732	CP000647.1	1913799	1914581	+	783	0
gene-KPN_01733	CP000647.1	1914621	1915601	+	981	0
gene-KPN_01734	CP000647.1	1915605	1916684	+	1080	0
gene-KPN_01735	CP000647.1	1917454	1918596	+	1143	0
gene-KPN_01736	CP000647.1	1919242	1919967	-	726	0
gene-KPN_01737	CP000647.1	1920179	1921084	+	906	1
gene-KPN_01738	CP000647.1	1921126	1922028	-	903	0
gene-KPN_01739	CP000647.1	1922132	1923340	+	1209	0
gene-KPN_01740	CP000647.1	1923398	1924018	-	621	17
gene-KPN_01741	CP000647.1	1924224	1925330	-	1107	52
gene-KPN_01742	CP000647.1	1925373	1925684	-	312	18
gene-KPN_01743	CP000647.1	1925741	1926211	-	471	52
gene-KPN_01744	CP000647.1	1926328	1926975	-	648	112
gene-KPN_01745	CP000647.1	1927029	1928291	-	1263	62
gene-KPN_01746	CP000647.1	1928322	1928588	-	267	12
gene-KPN_01747	CP000647.1	1928600	1929037	-	438	9
gene-KPN_01748	CP000647.1	1929246	1930307	+	1062	161
gene-KPN_01749	CP000647.1	1930418	1930660	-	243	3
gene-KPN_01750	CP000647.1	1930853	1932151	+	1299	6
gene-KPN_01751	CP000647.1	1932189	1932725	-	537	36
gene-KPN_01752	CP000647.1	1933365	1933943	+	579	102
gene-KPN_01753	CP000647.1	1933919	1935019	-	1101	636
gene-KPN_01754	CP000647.1	1935221	1936135	+	915	139
gene-KPN_01755	CP000647.1	1936176	1937408	-	1233	48
gene-KPN_01756	CP000647.1	1937684	1939291	+	1608	305
gene-KPN_01757	CP000647.1	1939399	1940499	+	1101	187
gene-KPN_01758	CP000647.1	1940731	1941219	-	489	1633
gene-KPN_01759	CP000647.1	1941329	1942225	-	897	26
gene-KPN_01760	CP000647.1	1942394	1943371	+	978	0
gene-KPN_01761	CP000647.1	1943404	1944663	-	1260	8
gene-KPN_01762	CP000647.1	1944660	1945901	-	1242	10
gene-KPN_01763	CP000647.1	1945917	1946654	-	738	12
gene-KPN_01764	CP000647.1	1946635	1947291	-	657	0
gene-KPN_01765	CP000647.1	1947291	1947956	-	666	1
gene-KPN_01766	CP000647.1	1947966	1948751	-	786	5
gene-KPN_01767	CP000647.1	1948966	1949805	-	840	49
gene-KPN_01768	CP000647.1	1949985	1951571	+	1587	5
gene-KPN_01769	CP000647.1	1951582	1951767	+	186	0
gene-KPN_01770	CP000647.1	1951764	1953161	+	1398	3
gene-KPN_01771	CP000647.1	1953158	1953544	+	387	0
gene-KPN_01772	CP000647.1	1953630	1954052	+	423	25
gene-KPN_01773	CP000647.1	1954090	1955208	-	1119	44
gene-KPN_01774	CP000647.1	1955529	1956086	+	558	2
gene-KPN_01775	CP000647.1	1956070	1957113	+	1044	0
gene-KPN_01776	CP000647.1	1957110	1958672	+	1563	3
gene-KPN_01777	CP000647.1	1958692	1959966	+	1275	5
gene-KPN_01778	CP000647.1	1960261	1960671	+	411	123
gene-KPN_01779	CP000647.1	1961234	1962214	+	981	0
gene-KPN_01780	CP000647.1	1962970	1963770	-	801	122
gene-KPN_01781	CP000647.1	1963863	1964588	+	726	53
gene-KPN_01782	CP000647.1	1964723	1965472	-	750	0
gene-KPN_01783	CP000647.1	1965792	1966301	+	510	0
gene-KPN_01784	CP000647.1	1966562	1967182	-	621	1
gene-KPN_01785	CP000647.1	1967829	1968596	-	768	20
gene-KPN_01786	CP000647.1	1968706	1969497	+	792	4
gene-KPN_01787	CP000647.1	1969586	1970518	-	933	6
gene-KPN_01788	CP000647.1	1970531	1971274	-	744	10
gene-KPN_01789	CP000647.1	1971274	1971990	-	717	4
gene-KPN_01790	CP000647.1	1972135	1973631	+	1497	48
gene-KPN_01791	CP000647.1	1973733	1975043	+	1311	7
gene-KPN_01792	CP000647.1	1975138	1975797	-	660	0
gene-KPN_01793	CP000647.1	1975788	1977488	-	1701	0
gene-KPN_01794	CP000647.1	1978849	1980105	-	1257	286
gene-KPN_01795	CP000647.1	1980504	1981544	+	1041	19
gene-KPN_01796	CP000647.1	1981719	1982660	+	942	24
gene-KPN_01797	CP000647.1	1982674	1983846	+	1173	4
gene-KPN_01798	CP000647.1	1983884	1985008	-	1125	36
gene-KPN_01799	CP000647.1	1985425	1986120	+	696	19
gene-KPN_01800	CP000647.1	1986117	1986845	+	729	2
gene-KPN_01801	CP000647.1	1986842	1987582	+	741	1
gene-KPN_01802	CP000647.1	1988849	1990234	+	1386	87
gene-KPN_01803	CP000647.1	1990253	1991725	+	1473	93
gene-KPN_01804	CP000647.1	1991919	1992812	+	894	8
gene-KPN_01805	CP000647.1	1993052	1994212	-	1161	24
gene-KPN_01806	CP000647.1	1994345	1995688	-	1344	23
gene-KPN_01807	CP000647.1	1995685	1996425	-	741	61
gene-KPN_01808	CP000647.1	1996512	1997528	-	1017	2
gene-KPN_01809	CP000647.1	1997748	1998767	+	1020	353
gene-KPN_01810	CP000647.1	1999030	1999956	+	927	120
gene-KPN_01811	CP000647.1	1999950	2000705	+	756	42
gene-KPN_01812	CP000647.1	2000973	2002115	+	1143	77
gene-KPN_01813	CP000647.1	2002115	2004400	+	2286	25
gene-KPN_01814	CP000647.1	2004397	2005134	-	738	10
gene-KPN_01815	CP000647.1	2005247	2007214	-	1968	18
gene-KPN_01816	CP000647.1	2007356	2007832	-	477	3
gene-KPN_01817	CP000647.1	2007842	2008276	-	435	4
gene-KPN_01818	CP000647.1	2008376	2009308	+	933	34
gene-KPN_01819	CP000647.1	2009577	2011754	+	2178	1816
gene-KPN_01820	CP000647.1	2011789	2012775	-	987	47
gene-KPN_01821	CP000647.1	2012948	2013592	-	645	4
gene-KPN_01822	CP000647.1	2014216	2015622	+	1407	11
gene-KPN_01823	CP000647.1	2015663	2015977	-	315	25
gene-KPN_01824	CP000647.1	2016214	2017095	-	882	19
gene-KPN_01825	CP000647.1	2017245	2019545	-	2301	58
gene-KPN_01826	CP000647.1	2019861	2020778	-	918	90
gene-KPN_01827	CP000647.1	2021028	2021792	-	765	12
gene-KPN_01828	CP000647.1	2022001	2022183	+	183	15
gene-KPN_01829	CP000647.1	2022173	2022859	+	687	15
gene-KPN_01830	CP000647.1	2022861	2023730	-	870	88
gene-KPN_01831	CP000647.1	2023835	2024266	-	432	13977
gene-KPN_01832	CP000647.1	2024380	2024526	-	147	104
gene-KPN_01833	CP000647.1	2024542	2024949	-	408	951
gene-KPN_01834	CP000647.1	2025091	2025594	+	504	59
gene-KPN_01835	CP000647.1	2025603	2026049	+	447	629
gene-KPN_01836	CP000647.1	2026061	2026156	-	96	683
gene-KPN_01837	CP000647.1	2026368	2027363	+	996	62
gene-KPN_01838	CP000647.1	2027360	2028985	-	1626	110
gene-KPN_01839	CP000647.1	2029025	2029207	-	183	13
gene-KPN_01840	CP000647.1	2029224	2029730	-	507	36
gene-KPN_01841	CP000647.1	2030335	2030520	-	186	5621
gene-KPN_01842	CP000647.1	2031176	2032090	+	915	821
gene-KPN_01843	CP000647.1	2032287	2032532	+	246	87
gene-KPN_01844	CP000647.1	2032600	2033493	-	894	27
gene-KPN_01845	CP000647.1	2033607	2034458	+	852	4
gene-KPN_01846	CP000647.1	2034636	2034776	+	141	1219
gene-KPN_01847	CP000647.1	2034958	2036655	+	1698	283
gene-KPN_01848	CP000647.1	2036839	2037534	+	696	26
gene-KPN_01849	CP000647.1	2037531	2038217	+	687	0
gene-KPN_01850	CP000647.1	2038579	2040294	+	1716	69
gene-KPN_01851	CP000647.1	2040331	2041284	-	954	36
gene-KPN_01852	CP000647.1	2041458	2042057	-	600	8
gene-KPN_01853	CP000647.1	2042310	2043320	+	1011	7423
gene-KPN_01854	CP000647.1	2043490	2045112	+	1623	15
gene-KPN_01855	CP000647.1	2045123	2046067	+	945	2
gene-KPN_01856	CP000647.1	2046064	2046912	+	849	3
gene-KPN_01857	CP000647.1	2046909	2048525	+	1617	4
gene-KPN_01858	CP000647.1	2048525	2049511	+	987	6
gene-KPN_01859	CP000647.1	2049521	2050612	+	1092	0
gene-KPN_01860	CP000647.1	2050619	2051773	-	1155	3
gene-KPN_01861	CP000647.1	2052038	2052478	+	441	0
gene-KPN_01862	CP000647.1	2052540	2053364	+	825	152
gene-KPN_01863	CP000647.1	2053498	2053728	+	231	2
gene-KPN_01864	CP000647.1	2053725	2054051	+	327	4
gene-KPN_01865	CP000647.1	2054104	2054760	-	657	3
gene-KPN_01866	CP000647.1	2054753	2055637	-	885	16
gene-KPN_01867	CP000647.1	2055649	2058060	-	2412	40
gene-KPN_01868	CP000647.1	2058922	2059800	+	879	6
gene-KPN_01869	CP000647.1	2059797	2060570	-	774	3
gene-KPN_01870	CP000647.1	2060580	2061596	-	1017	0
gene-KPN_01871	CP000647.1	2061606	2062091	-	486	1
gene-KPN_01872	CP000647.1	2062091	2063473	-	1383	19
gene-KPN_01873	CP000647.1	2063583	2064509	-	927	2
gene-KPN_01874	CP000647.1	2064576	2064866	-	291	2
gene-KPN_01875	CP000647.1	2064886	2066067	-	1182	4
gene-KPN_01876	CP000647.1	2066165	2067055	+	891	36
gene-KPN_01877	CP000647.1	2067050	2068534	-	1485	29
gene-KPN_01878	CP000647.1	2068673	2069248	+	576	25
gene-KPN_01879	CP000647.1	2069699	2070805	+	1107	85
gene-KPN_01880	CP000647.1	2070920	2074660	+	3741	1045
gene-KPN_01881	CP000647.1	2074657	2076201	+	1545	545
gene-KPN_01882	CP000647.1	2076201	2076896	+	696	207
gene-KPN_01883	CP000647.1	2076893	2077573	+	681	129
gene-KPN_01884	CP000647.1	2078002	2078847	-	846	123
gene-KPN_01885	CP000647.1	2078924	2080636	-	1713	0
gene-KPN_01886	CP000647.1	2080637	2081605	-	969	2
gene-KPN_01887	CP000647.1	2081602	2082306	-	705	1
gene-KPN_01888	CP000647.1	2082518	2083099	+	582	6
gene-KPN_01889	CP000647.1	2083154	2083978	-	825	12
gene-KPN_01890	CP000647.1	2084183	2085751	+	1569	0
gene-KPN_01891	CP000647.1	2085775	2087157	+	1383	8
gene-KPN_01892	CP000647.1	2087201	2088817	+	1617	22
gene-KPN_01893	CP000647.1	2089108	2089305	-	198	11
gene-KPN_01894	CP000647.1	2089384	2089680	-	297	18
gene-KPN_01895	CP000647.1	2089860	2090087	-	228	32
gene-KPN_01896	CP000647.1	2090158	2090775	-	618	26
gene-KPN_01897	CP000647.1	2090853	2091746	-	894	0
gene-KPN_01898	CP000647.1	2091743	2092522	-	780	16
gene-KPN_01899	CP000647.1	2092506	2093432	-	927	0
gene-KPN_01900	CP000647.1	2093442	2093951	-	510	0
gene-KPN_01901	CP000647.1	2093963	2094895	-	933	5
gene-KPN_01902	CP000647.1	2096251	2097372	-	1122	0
gene-KPN_01903	CP000647.1	2097362	2098369	-	1008	0
gene-KPN_01904	CP000647.1	2098461	2099012	-	552	7
gene-KPN_01905	CP000647.1	2099286	2100173	+	888	29
gene-KPN_01906	CP000647.1	2100363	2101817	+	1455	195
gene-KPN_01907	CP000647.1	2101868	2102074	-	207	86
gene-KPN_01908	CP000647.1	2102258	2103319	-	1062	16
gene-KPN_01909	CP000647.1	2103577	2105682	+	2106	105
gene-KPN_01910	CP000647.1	2105880	2107586	+	1707	38
gene-KPN_01911	CP000647.1	2107684	2107983	-	300	612
gene-KPN_01912	CP000647.1	2108264	2109199	+	936	157
gene-KPN_01913	CP000647.1	2109263	2110300	-	1038	276
gene-KPN_01914	CP000647.1	2110366	2110947	-	582	30
gene-KPN_01915	CP000647.1	2111110	2111628	+	519	20
gene-KPN_01916	CP000647.1	2111625	2112074	+	450	25
gene-KPN_01917	CP000647.1	2112083	2112316	-	234	64
gene-KPN_01918	CP000647.1	2112333	2113931	-	1599	707
gene-KPN_01919	CP000647.1	2114201	2115634	+	1434	23
gene-KPN_01920	CP000647.1	2115648	2116397	-	750	13
gene-KPN_01921	CP000647.1	2116486	2116641	-	156	4
gene-KPN_01922	CP000647.1	2116999	2117250	-	252	122
gene-KPN_01923	CP000647.1	2117734	2117856	+	123	58
gene-KPN_01924	CP000647.1	2118197	2119642	-	1446	708
gene-KPN_01925	CP000647.1	2119647	2120453	-	807	298
gene-KPN_01926	CP000647.1	2120443	2121372	-	930	60
gene-KPN_01927	CP000647.1	2121374	2122387	-	1014	256
gene-KPN_01928	CP000647.1	2122404	2123549	-	1146	483
gene-KPN_01929	CP000647.1	2123854	2125296	-	1443	98
gene-KPN_01930	CP000647.1	2125953	2127350	+	1398	8
gene-KPN_01931	CP000647.1	2127350	2128360	+	1011	9
gene-KPN_01932	CP000647.1	2128360	2128485	+	126	11
gene-KPN_01933	CP000647.1	2129092	2129217	-	126	6
gene-KPN_01934	CP000647.1	2129275	2131236	-	1962	300
gene-KPN_01935	CP000647.1	2131448	2132017	-	570	213
gene-KPN_01936	CP000647.1	2132203	2133369	+	1167	1
gene-KPN_01937	CP000647.1	2133381	2134214	-	834	97
gene-KPN_01938	CP000647.1	2134395	2135291	+	897	10
gene-KPN_01939	CP000647.1	2135338	2136006	-	669	363
gene-KPN_01940	CP000647.1	2136267	2136863	-	597	18
gene-KPN_01941	CP000647.1	2136860	2137864	-	1005	24
gene-KPN_01942	CP000647.1	2137976	2138956	+	981	101
gene-KPN_01943	CP000647.1	2138942	2139520	-	579	68
gene-KPN_01944	CP000647.1	2139574	2141199	-	1626	238
gene-KPN_01945	CP000647.1	2141667	2142755	+	1089	168
gene-KPN_01946	CP000647.1	2142802	2144307	-	1506	107
gene-KPN_01947	CP000647.1	2144349	2145692	-	1344	355
gene-KPN_01948	CP000647.1	2145932	2146672	+	741	6
gene-KPN_01949	CP000647.1	2146669	2147289	+	621	13
gene-KPN_01950	CP000647.1	2147467	2148390	+	924	110
gene-KPN_01951	CP000647.1	2148641	2151064	+	2424	93
gene-KPN_01952	CP000647.1	2151134	2152252	-	1119	236
gene-KPN_01953	CP000647.1	2152277	2152552	-	276	25
gene-KPN_01954	CP000647.1	2152657	2153184	-	528	69
gene-KPN_01955	CP000647.1	2153816	2154001	-	186	47
gene-KPN_01956	CP000647.1	2154244	2154627	-	384	100
gene-KPN_01957	CP000647.1	2154902	2156056	+	1155	25
gene-KPN_01958	CP000647.1	2156214	2157215	+	1002	169
gene-KPN_01959	CP000647.1	2157251	2158291	-	1041	152
gene-KPN_01960	CP000647.1	2158482	2158619	+	138	43
gene-KPN_01961	CP000647.1	2158735	2160105	+	1371	37
gene-KPN_01962	CP000647.1	2160310	2160537	+	228	55
gene-KPN_01963	CP000647.1	2160613	2161053	+	441	63
gene-KPN_01964	CP000647.1	2161129	2161713	+	585	26
gene-KPN_01965	CP000647.1	2161713	2162291	+	579	21
gene-KPN_01966	CP000647.1	2162284	2164431	+	2148	47
gene-KPN_01967	CP000647.1	2164432	2165484	+	1053	18
gene-KPN_01968	CP000647.1	2165471	2166115	+	645	63
gene-KPN_01969	CP000647.1	2166118	2166816	+	699	62
gene-KPN_01970	CP000647.1	2166818	2167453	+	636	280
gene-KPN_01971	CP000647.1	2167613	2167870	-	258	4
gene-KPN_01972	CP000647.1	2168094	2169566	+	1473	700
gene-KPN_01973	CP000647.1	2169677	2170282	+	606	291
gene-KPN_01974	CP000647.1	2170324	2171184	-	861	58
gene-KPN_01975	CP000647.1	2171246	2172532	-	1287	1135
gene-KPN_01976	CP000647.1	2172645	2173307	-	663	161
gene-KPN_01977	CP000647.1	2173359	2173718	-	360	126
gene-KPN_01978	CP000647.1	2173775	2174899	-	1125	98
gene-KPN_01979	CP000647.1	2175193	2175633	+	441	9960
gene-KPN_01980	CP000647.1	2176042	2177217	+	1176	18
gene-KPN_01981	CP000647.1	2177251	2177691	-	441	2103
gene-KPN_01982	CP000647.1	2177891	2178100	+	210	229
gene-KPN_01983	CP000647.1	2178111	2179007	+	897	43
gene-KPN_01984	CP000647.1	2179007	2181031	+	2025	239
gene-KPN_01985	CP000647.1	2181024	2181545	-	522	112
gene-KPN_01986	CP000647.1	2181615	2182511	-	897	169
gene-KPN_01987	CP000647.1	2182560	2182802	-	243	1200
gene-KPN_01988	CP000647.1	2182942	2183541	+	600	198
gene-KPN_01989	CP000647.1	2183595	2184692	+	1098	51
gene-KPN_01990	CP000647.1	2184771	2185178	+	408	107
gene-KPN_01991	CP000647.1	2185316	2185963	+	648	314
gene-KPN_01992	CP000647.1	2186011	2186358	-	348	567
gene-KPN_01993	CP000647.1	2186816	2187571	+	756	75
gene-KPN_01994	CP000647.1	2188481	2189062	+	582	2933
gene-KPN_01995	CP000647.1	2189124	2190290	-	1167	211
gene-KPN_01996	CP000647.1	2190842	2191867	+	1026	347
gene-KPN_01997	CP000647.1	2191794	2192798	-	1005	153
gene-KPN_01998	CP000647.1	2192857	2194092	+	1236	43
gene-KPN_01999	CP000647.1	2194535	2195533	+	999	982
gene-KPN_02000	CP000647.1	2195570	2196205	-	636	250
gene-KPN_02001	CP000647.1	2196435	2197808	+	1374	175
gene-KPN_02002	CP000647.1	2197984	2198277	+	294	2
gene-KPN_02003	CP000647.1	2198342	2198425	+	84	7
gene-KPN_02004	CP000647.1	2198418	2198996	-	579	32
gene-KPN_02005	CP000647.1	2199251	2199327	+	77	18
gene-KPN_02006	CP000647.1	2199332	2199408	+	77	5
gene-KPN_02007	CP000647.1	2199413	2199489	+	77	3
gene-KPN_02008	CP000647.1	2201182	2201922	-	741	19
gene-KPN_02009	CP000647.1	2202033	2202959	+	927	12
gene-KPN_02010	CP000647.1	2202956	2203924	-	969	5
gene-KPN_02011	CP000647.1	2203996	2204511	+	516	4
gene-KPN_02012	CP000647.1	2206618	2207190	+	573	13
gene-KPN_02013	CP000647.1	2207274	2207483	+	210	1
gene-KPN_02014	CP000647.1	2207796	2208431	-	636	436
gene-KPN_02015	CP000647.1	2208681	2209310	+	630	8
gene-KPN_02016	CP000647.1	2209315	2210013	-	699	4
gene-KPN_02017	CP000647.1	2210176	2210559	+	384	2
gene-KPN_02018	CP000647.1	2210687	2211274	+	588	20
gene-KPN_02019	CP000647.1	2211679	2213322	+	1644	52
gene-KPN_02020	CP000647.1	2213366	2214325	+	960	0
gene-KPN_02021	CP000647.1	2214325	2215272	+	948	2
gene-KPN_02022	CP000647.1	2215269	2216249	+	981	2
gene-KPN_02023	CP000647.1	2216246	2217217	+	972	8
gene-KPN_02024	CP000647.1	2217583	2218110	+	528	157
gene-KPN_02025	CP000647.1	2218228	2218716	+	489	64
gene-KPN_02026	CP000647.1	2219182	2220651	-	1470	7
gene-KPN_02027	CP000647.1	2220831	2221766	+	936	58
gene-KPN_02028	CP000647.1	2221915	2222907	-	993	65
gene-KPN_02029	CP000647.1	2223057	2223947	-	891	12
gene-KPN_02030	CP000647.1	2224338	2224664	+	327	2
gene-KPN_02031	CP000647.1	2225107	2226102	-	996	2
gene-KPN_02032	CP000647.1	2226117	2227526	-	1410	0
gene-KPN_02033	CP000647.1	2227547	2228488	-	942	4
gene-KPN_02034	CP000647.1	2228831	2229730	-	900	11
gene-KPN_02035	CP000647.1	2230013	2230906	+	894	0
gene-KPN_02036	CP000647.1	2230918	2232201	+	1284	2
gene-KPN_02037	CP000647.1	2232191	2232670	+	480	4
gene-KPN_02038	CP000647.1	2232667	2233548	+	882	6
gene-KPN_02039	CP000647.1	2233548	2234531	+	984	2
gene-KPN_02040	CP000647.1	2234528	2235358	+	831	9
gene-KPN_02041	CP000647.1	2235360	2236175	+	816	2
gene-KPN_02042	CP000647.1	2236202	2237623	+	1422	11
gene-KPN_02043	CP000647.1	2238008	2238484	+	477	0
gene-KPN_02044	CP000647.1	2238486	2238914	+	429	0
gene-KPN_02045	CP000647.1	2238911	2239246	+	336	0
gene-KPN_02046	CP000647.1	2239337	2240704	-	1368	20
gene-KPN_02047	CP000647.1	2240673	2241632	-	960	10
gene-KPN_02048	CP000647.1	2241761	2242939	-	1179	100
gene-KPN_02049	CP000647.1	2243141	2243389	-	249	119
gene-KPN_02050	CP000647.1	2245389	2246126	-	738	842
gene-KPN_02051	CP000647.1	2246587	2246727	+	141	2490
gene-KPN_02052	CP000647.1	2246772	2247656	-	885	11
gene-KPN_02053	CP000647.1	2247803	2248510	+	708	2
gene-KPN_02054	CP000647.1	2248512	2249168	+	657	0
gene-KPN_02055	CP000647.1	2249178	2250359	+	1182	0
gene-KPN_02056	CP000647.1	2250371	2251294	+	924	0
gene-KPN_02057	CP000647.1	2252757	2253527	+	771	10
gene-KPN_02058	CP000647.1	2253547	2254419	-	873	1
gene-KPN_02059	CP000647.1	2254628	2255305	+	678	0
gene-KPN_02060	CP000647.1	2255315	2256994	+	1680	13
gene-KPN_02061	CP000647.1	2257018	2257788	+	771	6
gene-KPN_02062	CP000647.1	2258183	2258824	+	642	0
gene-KPN_02063	CP000647.1	2258953	2259489	-	537	2
gene-KPN_02064	CP000647.1	2259565	2262681	-	3117	0
gene-KPN_02065	CP000647.1	2263833	2264183	-	351	0
gene-KPN_02066	CP000647.1	2264472	2265209	+	738	0
gene-KPN_02067	CP000647.1	2265206	2266267	+	1062	0
gene-KPN_02068	CP000647.1	2267024	2268004	+	981	0
gene-KPN_02069	CP000647.1	2268636	2269673	-	1038	0
gene-KPN_02070	CP000647.1	2269852	2270214	-	363	0
gene-KPN_02071	CP000647.1	2270996	2271385	-	390	0
gene-KPN_02072	CP000647.1	2271730	2272206	-	477	0
gene-KPN_02073	CP000647.1	2273410	2274252	-	843	14
gene-KPN_02074	CP000647.1	2274249	2274707	-	459	4
gene-KPN_02075	CP000647.1	2274707	2275261	-	555	13
gene-KPN_02076	CP000647.1	2275258	2277210	-	1953	55
gene-KPN_02077	CP000647.1	2277207	2277665	-	459	2
gene-KPN_02078	CP000647.1	2277649	2277879	-	231	1
gene-KPN_02079	CP000647.1	2277876	2278613	-	738	26
gene-KPN_02080	CP000647.1	2278663	2279322	-	660	6
gene-KPN_02081	CP000647.1	2279319	2279942	-	624	37
gene-KPN_02082	CP000647.1	2280026	2281366	-	1341	145
gene-KPN_02083	CP000647.1	2281377	2283161	-	1785	154
gene-KPN_02084	CP000647.1	2283164	2283916	-	753	50
gene-KPN_02085	CP000647.1	2284421	2284792	+	372	28
gene-KPN_02086	CP000647.1	2284800	2285870	-	1071	144
gene-KPN_02087	CP000647.1	2285863	2287632	-	1770	120
gene-KPN_02088	CP000647.1	2287706	2288794	-	1089	1255
gene-KPN_02089	CP000647.1	2289097	2290176	+	1080	21
gene-KPN_02090	CP000647.1	2290424	2292574	+	2151	90
gene-KPN_02091	CP000647.1	2292617	2293774	-	1158	133
gene-KPN_02092	CP000647.1	2294070	2295269	+	1200	150
gene-KPN_02093	CP000647.1	2295385	2295819	+	435	42
gene-KPN_02094	CP000647.1	2296385	2297617	+	1233	128
gene-KPN_02095	CP000647.1	2297654	2298046	+	393	16
gene-KPN_02096	CP000647.1	2298174	2298788	-	615	68
gene-KPN_02097	CP000647.1	2299060	2299782	-	723	4
gene-KPN_02098	CP000647.1	2299769	2300533	-	765	0
gene-KPN_02099	CP000647.1	2300597	2301334	-	738	1
gene-KPN_02100	CP000647.1	2301457	2302359	-	903	0
gene-KPN_02101	CP000647.1	2302356	2303333	-	978	5
gene-KPN_02102	CP000647.1	2303323	2304375	-	1053	0
gene-KPN_02103	CP000647.1	2304372	2305397	-	1026	0
gene-KPN_02104	CP000647.1	2305394	2306215	-	822	11
gene-KPN_02105	CP000647.1	2306721	2308793	+	2073	41
gene-KPN_02106	CP000647.1	2308902	2309675	-	774	9
gene-KPN_02107	CP000647.1	2309669	2310664	-	996	3
gene-KPN_02108	CP000647.1	2310645	2311682	-	1038	2
gene-KPN_02109	CP000647.1	2311679	2312617	-	939	0
gene-KPN_02110	CP000647.1	2312647	2313798	-	1152	0
gene-KPN_02111	CP000647.1	2313795	2314880	-	1086	12
gene-KPN_02112	CP000647.1	2315025	2315918	-	894	6
gene-KPN_02113	CP000647.1	2316025	2316627	+	603	2
gene-KPN_02114	CP000647.1	2316633	2318213	+	1581	14
gene-KPN_02115	CP000647.1	2318226	2318951	-	726	61
gene-KPN_02116	CP000647.1	2319054	2320250	-	1197	0
gene-KPN_02117	CP000647.1	2320326	2321342	-	1017	7
gene-KPN_02118	CP000647.1	2321339	2322289	-	951	0
gene-KPN_02119	CP000647.1	2322282	2323091	-	810	0
gene-KPN_02120	CP000647.1	2323099	2323965	-	867	2
gene-KPN_02121	CP000647.1	2323983	2324927	-	945	0
gene-KPN_02122	CP000647.1	2324929	2326593	-	1665	10
gene-KPN_02123	CP000647.1	2326771	2327583	+	813	18
